nLotID,strLotName,nOperationNumber,nUsersGroupID,strOperatorName,strUsersGroupName,nModelID,strModelName,strStartTime,strEndTime,nReferenceSheetID,nStartSheetID,nEndSheetID,nTotalSheetCount,nNormalFlushSheetCount,nForceFlushSheetCount,nResult_A_Count,nResult_B_Count,nGrade_B_Swell_Count,nGrade_B_Soot_Count,nGrade_B_Hole_Count,nGrade_Etc_Count,nGrade_Error_Count,nGrade_B_Discolor_Count
1181,20220708_101,1,1,AAAAA,101,3,Inspection_220705,2022-07-08 6:07,2022-07-08 14:01,0,1,648,647,633,14,292,355,175,212,2,16,,
1182,20220708_102,1,2,AAAAA,102,3,Inspection_220705,2022-07-08 14:01,2022-07-08 22:00,0,1,720,720,709,11,389,331,159,202,1,11,,
1183,20220708_103,1,3,AAAAA,103,3,Inspection_220705,2022-07-08 22:00,2022-07-09 6:22,0,1,644,644,636,8,323,321,233,147,1,8,,
1184,20220709_101,1,1,AAAAA,101,3,Inspection_220705,2022-07-09 6:22,2022-07-09 14:00,0,1,682,682,672,10,489,193,72,120,4,11,,
1185,20220709_102,1,2,AAAAA,102,3,Inspection_220705,2022-07-09 14:00,2022-07-09 22:00,0,1,742,742,720,22,507,235,144,81,7,22,,
1186,20220709_103,1,3,AAAAA,103,3,Inspection_220705,2022-07-09 22:00,2022-07-10 6:45,0,1,620,619,592,27,377,242,69,167,8,31,,
1187,20220710_101,1,1,AAAAA,101,3,Inspection_220705,2022-07-10 6:45,2022-07-10 14:00,0,1,704,704,694,10,403,301,132,31,136,11,,
1188,20220710_102,1,2,AAAAA,102,3,Inspection_220705,2022-07-10 14:00,2022-07-10 22:00,0,1,700,699,686,13,346,353,218,1,127,15,,
1189,20220710_103,1,3,AAAAA,103,3,Inspection_220705,2022-07-10 22:00,2022-07-11 7:00,0,1,514,513,490,23,226,287,161,63,72,31,,
1190,20220711_101,1,1,AAAAA,101,3,Inspection_220705,2022-07-11 7:00,2022-07-11 14:26,0,1,296,296,292,4,153,143,92,59,14,5,,
1191,20220711_102,1,2,AAAAA,102,3,Inspection_220705,2022-07-11 14:26,2022-07-11 22:00,0,1,618,618,606,12,185,433,396,108,4,16,,
1192,20220711_103,1,3,AAAAA,103,3,Inspection_220705,2022-07-11 22:00,2022-07-12 7:01,0,1,700,698,674,24,454,244,181,66,3,26,,
1193,20220712_101,1,1,AAAAA,101,3,Inspection_220705,2022-07-12 7:01,2022-07-12 14:00,0,1,716,716,701,15,554,162,143,6,3,17,,
1194,20220712_102,1,2,AAAAA,102,3,Inspection_220705,2022-07-12 14:00,2022-07-12 22:04,0,1,648,648,640,8,435,213,192,29,8,10,,
1195,20220712_103,1,3,AAAAA,103,3,Inspection_220705,2022-07-12 22:04,2022-07-13 7:01,0,1,680,680,664,16,573,107,83,12,2,20,,
1196,20220713_101,1,1,AAAAA,101,3,Inspection_220705,2022-07-13 7:01,2022-07-13 14:00,0,1,710,710,708,2,582,128,116,8,5,2,,
1197,20220713_102,1,2,AAAAA,102,3,Inspection_220705,2022-07-13 14:00,2022-07-13 22:03,0,1,626,625,615,10,475,150,136,4,5,11,,
1198,20220713_103,1,3,AAAAA,103,3,Inspection_220705,2022-07-13 22:03,2022-07-14 6:12,0,1,686,686,676,10,562,124,106,9,3,13,,
1199,20220714_101,1,1,AAAAA,101,3,Inspection_220705,2022-07-14 6:12,2022-07-14 14:33,0,1,682,682,665,17,571,111,74,29,8,19,,
1200,20220714_102,1,2,AAAAA,102,3,Inspection_220705,2022-07-14 14:33,2022-07-14 22:00,0,1,694,693,680,13,587,106,83,5,8,14,,
1201,20220714_103,1,3,AAAAA,103,3,Inspection_220705,2022-07-14 22:00,2022-07-15 6:20,0,1,656,656,643,13,590,66,41,11,6,13,,
1202,20220715_101,1,1,AAAAA,101,3,Inspection_220705,2022-07-15 6:20,2022-07-15 14:02,0,1,716,716,705,11,562,154,127,6,14,14,,
1203,20220715_102,1,2,AAAAA,102,3,Inspection_220705,2022-07-15 14:03,2022-07-15 22:00,0,1,638,638,635,3,493,145,131,3,10,3,,
1204,20220715_103,1,3,AAAAA,103,3,Inspection_220705,2022-07-15 22:00,2022-07-16 6:07,0,1,668,667,653,14,519,148,122,13,9,15,,
1205,20220716_101,1,1,AAAAA,101,3,Inspection_220705,2022-07-16 6:07,2022-07-16 14:11,0,1,746,746,726,20,627,119,91,2,9,23,,
1206,20220716_102,1,2,AAAAA,102,3,Inspection_220705,2022-07-16 14:11,2022-07-16 22:00,0,1,740,740,718,22,616,124,98,8,2,25,,
1207,20220716_103,1,3,AAAAA,103,3,Inspection_220705,2022-07-16 22:00,2022-07-17 6:08,0,1,580,580,566,14,492,88,67,4,6,15,,
1208,20220717_101,1,1,AAAAA,101,3,Inspection_220705,2022-07-17 6:08,2022-07-17 14:00,0,1,710,710,693,17,611,99,73,10,4,19,,
1209,20220717_102,1,2,AAAAA,102,3,Inspection_220705,2022-07-17 14:00,2022-07-17 22:05,0,1,678,678,664,14,557,121,99,8,6,17,,
1210,20220717_103,1,3,AAAAA,103,3,Inspection_220705,2022-07-17 22:05,2022-07-18 7:01,0,1,692,692,686,6,617,75,53,17,2,7,,
1211,20220718_101,1,1,AAAAA,101,3,Inspection_220705,2022-07-18 7:01,2022-07-18 14:51,0,1,678,678,666,12,619,59,31,15,2,15,,
1212,20220718_102,1,2,AAAAA,102,3,Inspection_220705,2022-07-18 14:51,2022-07-18 22:04,0,1,580,572,513,59,392,180,95,38,2,73,,
1213,20220718_103,1,3,AAAAA,103,3,Inspection_220705,2022-07-18 22:04,2022-07-19 6:16,0,1,652,650,634,16,509,141,115,11,6,24,,
1214,20220719_101,1,1,AAAAA,101,3,Inspection_220705,2022-07-19 6:16,2022-07-19 14:01,0,1,694,694,677,17,489,205,154,35,6,20,,
1215,20220719_102,1,2,AAAAA,102,3,Inspection_220705,2022-07-19 14:01,2022-07-19 22:00,0,1,774,774,756,18,636,138,100,31,1,22,,
1216,20220719_103,1,3,AAAAA,103,3,Inspection_220705,2022-07-19 22:00,2022-07-20 6:00,0,1,654,653,640,13,534,119,85,33,2,15,,
1217,20220720_101,1,1,AAAAA,101,3,Inspection_220705,2022-07-20 6:00,2022-07-21 0:28,0,1,642,642,635,7,502,140,88,49,5,8,,
1218,20220721_103,1,3,AAAAA,103,3,Inspection_220705,2022-07-21 0:28,2022-07-21 6:24,0,1,18,18,18,0,16,2,1,0,1,0,,
1219,20220721_101,1,1,AAAAA,101,3,Inspection_220705,2022-07-21 6:24,2022-07-21 14:13,0,1,664,661,605,56,430,231,153,43,0,60,,
1220,20220721_102,1,2,AAAAA,102,3,Inspection_220705,2022-07-21 14:13,2022-07-21 22:00,0,1,788,788,774,14,552,236,81,157,2,15,,
1221,20220721_103,2,3,AAAAA,103,3,Inspection_220705,2022-07-21 22:00,2022-07-22 6:00,18,19,630,611,593,18,498,113,61,41,2,22,,
1222,20220722_101,1,1,AAAAA,101,3,Inspection_220705,2022-07-22 6:00,2022-07-22 14:00,0,1,670,670,660,10,409,261,65,202,0,11,,
1223,20220722_102,1,2,AAAAA,102,3,Inspection_220705,2022-07-22 14:00,2022-07-22 22:00,0,1,712,712,704,8,564,148,91,62,2,10,,
1224,20220722_103,1,3,AAAAA,103,3,Inspection_220705,2022-07-22 22:00,2022-07-23 6:00,0,1,710,710,703,7,557,153,95,62,1,8,,
1225,20220723_101,1,1,AAAAA,101,3,Inspection_220705,2022-07-23 6:00,2022-07-23 14:00,0,1,488,488,476,12,301,187,130,113,1,13,,
1226,20220723_102,1,2,AAAAA,102,3,Inspection_220705,2022-07-23 14:00,2022-07-23 22:00,0,1,838,838,824,14,724,114,79,32,2,16,,
1227,20220723_103,1,3,AAAAA,103,3,Inspection_220705,2022-07-23 22:00,2022-07-24 6:28,0,1,512,512,501,11,447,65,42,17,1,12,,
1228,20220724_101,1,1,AAAAA,101,3,Inspection_220705,2022-07-24 6:28,2022-07-24 14:00,0,1,680,679,659,20,572,107,80,12,1,21,,
1229,20220724_102,1,2,AAAAA,102,3,Inspection_220705,2022-07-24 14:00,2022-07-24 22:00,0,1,684,684,663,21,568,116,49,50,2,25,,
1230,20220724_103,1,3,AAAAA,103,3,Inspection_220705,2022-07-24 22:00,2022-07-25 6:15,0,1,668,667,639,28,562,105,58,26,1,31,,
1231,20220725_101,1,1,AAAAA,101,3,Inspection_220705,2022-07-25 6:16,2022-07-25 14:00,0,1,714,713,698,15,650,63,36,12,1,19,,
1232,20220725_102,1,2,AAAAA,102,3,Inspection_220705,2022-07-25 14:00,2022-07-25 22:00,0,1,710,710,697,13,642,68,40,16,2,14,,
1233,20220725_103,1,3,AAAAA,103,3,Inspection_220705,2022-07-25 22:00,2022-07-26 6:14,0,1,624,623,601,22,552,71,38,9,5,27,,
1234,20220726_101,1,1,AAAAA,101,3,Inspection_220705,2022-07-26 6:14,2022-07-26 6:47,0,1,66,66,66,0,63,3,3,0,0,0,,
1235,20220726_101,2,1,AAAAA,101,3,Inspection_220705,2022-07-26 8:22,2022-07-26 14:00,66,67,586,519,502,17,467,52,33,3,0,22,,
1236,20220726_102,1,2,AAAAA,102,3,Inspection_220705,2022-07-26 14:00,2022-07-26 22:00,0,1,778,778,765,13,720,58,33,15,2,15,,
1237,20220726_103,1,3,AAAAA,103,3,Inspection_220705,2022-07-26 22:00,2022-07-27 6:14,0,1,492,492,483,9,451,41,25,8,1,10,,
1238,20220727_101,1,1,AAAAA,101,3,Inspection_220705,2022-07-27 6:14,2022-07-27 14:01,0,1,808,807,794,13,731,76,18,49,1,15,,
1239,20220727_102,1,2,AAAAA,102,3,Inspection_220705,2022-07-27 14:01,2022-07-27 22:00,0,1,594,594,585,9,543,51,31,14,0,10,,
1240,20220727_103,1,3,AAAAA,103,3,Inspection_220705,2022-07-27 22:00,2022-07-28 6:20,0,1,624,623,589,34,528,95,43,29,2,40,,
1241,20220728_101,1,1,AAAAA,101,3,Inspection_220705,2022-07-28 6:20,2022-07-28 14:05,0,1,772,772,754,18,581,191,118,74,1,19,,
1242,20220728_102,1,2,AAAAA,102,3,Inspection_220705,2022-07-28 14:05,2022-07-28 22:00,0,1,818,818,794,24,517,301,145,166,3,26,,
1243,20220728_103,1,3,AAAAA,103,3,Inspection_220705,2022-07-28 22:00,2022-07-29 7:02,0,1,480,480,474,6,415,65,34,27,2,6,,
1244,20220729_101,1,1,AAAAA,101,3,Inspection_220705,2022-07-29 7:02,2022-07-29 9:47,0,1,396,396,380,16,260,136,43,84,0,17,,
1245,20220729_101,2,1,AAAAA,101,3,Inspection_220705,2022-07-29 10:50,2022-07-29 14:01,396,397,678,282,280,2,223,59,48,11,0,2,,
1246,20220729_102,1,2,AAAAA,102,3,Inspection_220705,2022-07-29 14:01,2022-07-29 22:00,0,1,550,549,542,7,342,207,67,142,1,8,,
1247,20220729_103,1,3,AAAAA,103,3,Inspection_220705,2022-07-29 22:00,2022-07-30 7:04,0,1,666,665,637,28,514,151,64,75,3,31,,
1248,20220730_101,1,1,AAAAA,101,3,Inspection_220705,2022-07-30 7:04,2022-07-30 15:10,0,1,692,692,675,17,578,114,70,25,7,22,,
1249,20220730_102,1,2,AAAAA,102,3,Inspection_220705,2022-07-30 15:10,2022-07-30 22:03,0,1,818,818,806,12,612,206,86,113,3,13,,
1250,20220730_103,1,3,AAAAA,103,3,Inspection_220705,2022-07-30 22:03,2022-07-31 7:00,0,1,552,552,532,20,470,82,63,5,3,25,,
1251,20220731_101,1,1,AAAAA,101,3,Inspection_220705,2022-07-31 7:00,2022-07-31 14:00,0,1,796,795,776,19,667,128,80,34,0,25,,
1252,20220731_102,1,2,AAAAA,102,3,Inspection_220705,2022-07-31 14:00,2022-07-31 22:01,0,1,572,571,548,23,521,50,19,11,2,26,,
1253,20220731_103,1,3,AAAAA,103,3,Inspection_220705,2022-07-31 22:01,2022-08-01 6:16,0,1,684,684,660,24,632,52,24,2,4,28,,
1254,20220801_101,1,1,AAAAA,101,3,Inspection_220705,2022-08-01 6:16,2022-08-01 14:00,0,1,738,738,713,25,585,153,38,98,1,26,,
1255,20220801_102,1,2,AAAAA,102,3,Inspection_220705,2022-08-01 14:00,2022-08-01 22:00,0,1,666,666,651,15,568,98,48,38,0,17,,
1256,20220801_103,1,3,AAAAA,103,3,Inspection_220705,2022-08-01 22:00,2022-08-02 6:01,0,1,684,684,654,30,560,124,35,56,7,35,,
1257,20220802_101,1,1,AAAAA,101,3,Inspection_220705,2022-08-02 6:01,2022-08-02 14:00,0,1,652,652,644,8,274,378,257,154,0,9,,
1258,20220802_102,1,2,AAAAA,102,3,Inspection_220705,2022-08-02 14:00,2022-08-02 22:02,0,1,676,675,666,9,295,380,368,27,1,11,,
1259,20220802_103,1,3,AAAAA,103,3,Inspection_220705,2022-08-02 22:02,2022-08-03 6:01,0,1,548,546,532,14,201,345,292,115,1,20,,
1260,20220803_101,1,1,AAAAA,101,3,Inspection_220705,2022-08-03 6:01,2022-08-03 14:00,0,1,670,669,640,29,388,281,251,52,0,31,,
1261,20220803_102,1,2,AAAAA,102,3,Inspection_220705,2022-08-03 14:01,2022-08-03 22:44,0,1,434,434,429,5,164,270,165,174,0,7,,
1262,20220803_103,1,3,AAAAA,103,3,Inspection_220705,2022-08-03 22:44,2022-08-04 6:08,0,1,578,578,565,13,158,420,153,319,2,20,,
1263,20220804_101,1,1,AAAAA,101,3,Inspection_220705,2022-08-04 6:08,2022-08-04 14:00,0,1,578,578,571,7,394,184,113,98,2,9,,
1264,20220804_102,1,2,AAAAA,102,3,Inspection_220705,2022-08-04 14:00,2022-08-05 6:24,0,1,740,740,729,11,312,428,100,369,4,12,,
1265,20220805_101,1,1,AAAAA,101,3,Inspection_220705,2022-08-05 6:24,2022-08-05 14:15,0,1,490,489,477,12,342,147,70,86,2,15,,
1266,20220805_102,1,2,AAAAA,102,3,Inspection_220705,2022-08-05 14:15,2022-08-06 6:00,0,1,576,576,565,11,282,294,183,134,2,12,,
1267,20220806_101,1,1,AAAAA,101,3,Inspection_220705,2022-08-06 6:00,2022-08-06 14:02,0,1,622,621,611,10,306,315,183,170,0,11,,
1268,20220806_102,1,2,AAAAA,102,3,Inspection_220705,2022-08-06 14:02,2022-08-07 6:04,0,1,540,537,520,17,276,261,115,155,1,21,,
1269,20220807_101,1,1,AAAAA,101,3,Inspection_220705,2022-08-07 6:04,2022-08-07 14:00,0,1,722,721,709,12,533,188,80,106,3,16,,
1270,20220807_102,1,2,AAAAA,102,3,Inspection_220705,2022-08-07 14:00,2022-08-08 5:51,0,1,608,608,589,19,427,181,49,124,3,22,,
1271,20220808_103,1,3,AAAAA,103,3,Inspection_220705,2022-08-08 5:51,2022-08-08 6:00,0,1,18,18,16,2,2,16,16,5,0,2,,
1272,20220808_101,1,1,AAAAA,101,3,Inspection_220705,2022-08-08 6:00,2022-08-08 14:03,0,1,710,709,703,6,516,193,137,63,3,8,,
1273,20220808_102,1,2,AAAAA,102,3,Inspection_220705,2022-08-08 14:03,2022-08-08 22:00,0,1,1082,1082,1073,9,666,416,231,223,4,9,,
1274,20220808_103,2,3,AAAAA,103,3,Inspection_220705,2022-08-08 22:00,2022-08-09 6:00,18,19,458,440,421,19,280,160,107,53,1,23,,
1275,20220809_101,1,1,AAAAA,101,3,Inspection_220705,2022-08-09 6:00,2022-08-09 14:07,0,1,730,730,721,9,519,211,87,129,0,10,,
1276,20220809_102,1,2,AAAAA,102,3,Inspection_220705,2022-08-09 14:07,2022-08-09 22:00,0,1,946,946,922,24,677,269,169,87,3,26,,
1277,20220809_103,1,3,AAAAA,103,3,Inspection_220705,2022-08-09 22:00,2022-08-10 6:00,0,1,456,456,448,8,280,176,127,59,0,9,,
1278,20220810_101,1,1,AAAAA,101,3,Inspection_220705,2022-08-10 6:00,2022-08-10 14:00,0,1,712,712,710,2,567,145,58,89,4,2,,
1279,20220810_102,1,2,AAAAA,102,3,Inspection_220705,2022-08-10 14:00,2022-08-10 22:00,0,1,718,718,689,29,472,246,125,126,2,36,,
1280,20220810_103,1,3,AAAAA,103,3,Inspection_220705,2022-08-10 22:00,2022-08-11 6:00,0,1,672,672,661,11,363,309,205,155,0,12,,
1281,20220811_101,1,1,AAAAA,101,3,Inspection_220705,2022-08-11 6:00,2022-08-11 14:23,0,1,720,720,698,22,373,347,106,255,2,26,,
1282,20220811_102,1,2,AAAAA,102,3,Inspection_220705,2022-08-11 14:23,2022-08-11 22:00,0,1,722,722,701,21,575,147,103,32,0,26,,
1283,20220811_103,1,3,AAAAA,103,3,Inspection_220705,2022-08-11 22:00,2022-08-12 6:01,0,1,690,689,672,17,330,359,302,111,1,20,,
1284,20220812_101,1,1,AAAAA,101,3,Inspection_220705,2022-08-12 6:01,2022-08-12 14:09,0,1,662,662,654,8,425,237,83,167,4,8,,
1285,20220812_102,1,2,AAAAA,102,3,Inspection_220705,2022-08-12 14:09,2022-08-12 22:00,0,1,930,929,896,33,463,466,188,329,4,37,,
1286,20220812_103,1,3,AAAAA,103,3,Inspection_220705,2022-08-12 22:00,2022-08-13 6:15,0,1,452,452,440,12,272,180,96,89,1,13,,
1287,20220813_101,1,1,AAAAA,101,3,Inspection_220705,2022-08-13 6:15,2022-08-13 14:00,0,1,708,708,695,13,498,210,75,145,5,15,,
1288,20220813_102,1,2,AAAAA,102,3,Inspection_220705,2022-08-13 14:00,2022-08-13 22:00,0,1,856,856,841,15,702,154,54,86,6,18,,
1289,20220813_103,1,3,AAAAA,103,3,Inspection_220705,2022-08-13 22:00,2022-08-14 6:12,0,1,504,504,494,10,200,304,127,219,1,13,,
1290,20220814_101,1,1,AAAAA,101,3,Inspection_220705,2022-08-14 6:12,2022-08-14 14:00,0,1,704,704,687,17,508,196,98,92,2,19,,
1291,20220814_102,1,2,AAAAA,102,3,Inspection_220705,2022-08-14 14:00,2022-08-14 22:00,0,1,708,707,678,29,326,381,226,163,1,31,,
1292,20220814_103,1,3,AAAAA,103,3,Inspection_220705,2022-08-14 22:00,2022-08-15 6:22,0,1,630,630,616,14,426,204,96,119,0,16,,
1293,20220815_101,1,1,AAAAA,101,3,Inspection_220705,2022-08-15 6:22,2022-08-15 14:00,0,1,736,735,715,20,586,149,86,66,2,23,,
1294,20220815_102,1,2,AAAAA,102,3,Inspection_220705,2022-08-15 14:00,2022-08-15 22:00,0,1,668,667,657,10,596,71,47,8,7,13,,
1295,20220815_103,1,3,AAAAA,103,3,Inspection_220705,2022-08-15 22:00,2022-08-16 6:13,0,1,630,630,617,13,530,100,43,47,2,13,,
1296,20220816_101,1,1,AAAAA,101,3,Inspection_220705,2022-08-16 6:13,2022-08-16 14:00,0,1,670,669,650,19,570,99,69,10,4,23,,
1297,20220816_102,1,2,AAAAA,102,3,Inspection_220705,2022-08-16 14:00,2022-08-16 22:00,0,1,742,742,727,15,600,142,108,21,4,19,,
1298,20220816_103,1,3,AAAAA,103,3,Inspection_220705,2022-08-16 22:00,2022-08-17 6:24,0,1,626,626,617,9,533,93,43,45,1,10,,
1299,20220817_101,1,1,AAAAA,101,3,Inspection_220705,2022-08-17 6:24,2022-08-17 14:49,0,1,674,673,612,61,474,199,118,37,2,69,,
1300,20220817_102,1,2,AAAAA,102,3,Inspection_220705,2022-08-17 14:49,2022-08-17 22:00,0,1,744,744,728,16,528,216,134,86,0,17,,
1301,20220817_103,1,3,AAAAA,103,3,Inspection_220705,2022-08-17 22:00,2022-08-18 6:12,0,1,634,633,627,6,490,143,120,19,1,7,,
1302,20220818_101,1,1,AAAAA,101,3,Inspection_220705,2022-08-18 6:12,2022-08-18 14:18,0,1,676,675,662,13,214,461,259,306,0,15,,
1303,20220818_102,1,2,AAAAA,102,3,Inspection_220705,2022-08-18 14:18,2022-08-18 22:00,0,1,750,750,733,17,374,376,189,214,2,18,,
1304,20220818_103,1,3,AAAAA,103,3,Inspection_220705,2022-08-18 22:00,2022-08-19 6:58,0,1,612,612,604,8,325,287,94,218,2,9,,
1305,20220819_101,1,1,AAAAA,101,3,Inspection_220705,2022-08-19 6:58,2022-08-19 14:09,0,1,688,688,677,11,182,506,128,431,1,12,,
1306,20220819_102,1,2,AAAAA,102,3,Inspection_220705,2022-08-19 14:09,2022-08-19 22:00,0,1,676,676,669,7,468,208,24,184,3,7,,
1307,20220819_103,1,3,AAAAA,103,3,Inspection_220705,2022-08-19 22:00,2022-08-20 7:00,0,1,682,682,627,55,422,260,167,80,1,55,,
1308,20220820_101,1,1,AAAAA,101,3,Inspection_220705,2022-08-20 7:00,2022-08-20 14:14,0,1,696,696,683,13,409,287,142,188,2,14,,
1309,20220820_102,1,2,AAAAA,102,3,Inspection_220705,2022-08-20 14:14,2022-08-20 22:00,0,1,716,716,699,17,362,354,277,114,1,19,,
1310,20220820_103,1,3,AAAAA,103,3,Inspection_220705,2022-08-20 22:00,2022-08-21 7:02,0,1,674,674,576,98,337,337,231,75,3,102,,
1311,20220821_101,1,1,AAAAA,101,3,Inspection_220705,2022-08-21 7:02,2022-08-21 14:00,0,1,742,742,731,11,469,273,105,172,7,13,,
1312,20220821_102,1,2,AAAAA,102,3,Inspection_220705,2022-08-21 14:01,2022-08-21 22:00,0,1,642,642,627,15,482,160,40,115,1,19,,
1313,20220821_103,1,3,AAAAA,103,3,Inspection_220705,2022-08-21 22:00,2022-08-22 7:02,0,1,684,684,668,16,334,350,268,95,3,18,,
1314,20220822_101,1,1,AAAAA,101,3,Inspection_220705,2022-08-22 7:02,2022-08-22 14:00,0,1,728,728,714,14,543,185,123,60,2,19,,
1315,20220822_102,1,2,AAAAA,102,3,Inspection_220705,2022-08-22 14:00,2022-08-22 22:00,0,1,664,664,655,9,276,388,267,144,0,10,,
